text,personality,thinking,abilities,experience,no_signal,label_combo,source
I am not sure how to answer that.,0,0,0,0,1,none,synthetic_combo
Nothing specific comes to mind right now.,0,0,0,0,1,none,synthetic_combo
"Question: What kind of person are you at work? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. I do not remember every detail, but the main pattern was clear.",1,0,0,0,0,personality,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
Question: Tell me about your professional experience. Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.,0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I translated a vague need into concrete execution steps and delivered a working solution. More specifically, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",0,0,1,1,0,abilities+experience,synthetic_combo
Question: How do you think through a difficult problem? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
Question: How do you approach complex decisions? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. At the same time, I try to make my conclusions traceable so someone else can follow the logic.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings.",1,0,0,0,0,personality,synthetic_combo
"Question: How do you approach complex decisions? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. In practice, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. On top of that, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. In practice, I like to structure my thinking in steps so the logic is explicit and easy to verify. On top of that, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
