text,O,C,E,A,N
"During resolving a conflict, I focused on structured execution. I’m patient with teammates and try to be supportive. I sometimes miss small details if the pace is hectic. When pressure spikes, I notice anxiety and have to manage it deliberately. I documented what we learned and applied it next time.",3.0,2.0,4.0,5.0,4.0
"As a Intern Sales Representative, I once handled fixing a critical issue. I listen first, try to understand others' perspectives, and look for win-win solutions. I plan my work, break tasks into steps, and track progress carefully. Presenting ideas to a room is exciting for me. The result was measurable improvement and positive feedback from stakeholders.",3.0,4.0,4.0,5.0,4.0
"When receiving feedback came up, I collaborated across functions. I feel energized in group settings and enjoy meeting new people. I’m patient with teammates and try to be supportive. I don’t worry much about setbacks; I treat them as data. I balanced speed and quality while keeping others informed.",3.0,3.0,4.0,4.0,3.0
"When handling a deadline came up, I collaborated across functions. I often start conversations and help the team stay connected. I listen first, try to understand others' perspectives, and look for win-win solutions. I tend to work in bursts and adjust as I go rather than sticking to a strict plan. I balanced speed and quality while keeping others informed.",3.0,3.0,5.0,5.0,3.0
"During prioritizing tasks, I focused on structured execution. I like clear procedures and established best practices. I do my best work in quiet environments and prefer one-on-one discussions. I don’t worry much about setbacks; I treat them as data. I documented what we learned and applied it next time.",1.0,4.0,1.0,3.0,3.0
"When resolving a conflict came up, I collaborated across functions. I plan my work, break tasks into steps, and track progress carefully. I contribute thoughtfully after reflecting. I use checklists and routines to avoid mistakes. I balanced speed and quality while keeping others informed.",3.0,4.0,2.0,3.0,4.0
"In my last role as a Product Manager (Mid-level), I faced leading a meeting. I often start conversations and help the team stay connected. I’m patient with teammates and try to be supportive. Presenting ideas to a room is exciting for me. I delivered the outcome by communicating clearly and iterating fast.",3.0,3.0,4.0,4.0,4.0
"As a Junior Marketing Specialist, I once handled supporting a teammate. I like learning unfamiliar tools and connecting concepts across domains. I prefer flexibility over rigid routines. I do my best work in quiet environments and prefer one-on-one discussions. The result was measurable improvement and positive feedback from stakeholders.",4.0,2.0,3.0,4.0,4.0
"During resolving a conflict, I focused on structured execution. I plan my work, break tasks into steps, and track progress carefully. Presenting ideas to a room is exciting for me. Even when things go wrong, I stay calm and focus on solutions. I documented what we learned and applied it next time.",4.0,5.0,5.0,2.0,1.0
"In my last role as a Marketing Specialist (Junior), I faced fixing a critical issue. I often start conversations and help the team stay connected. I enjoy exploring new ideas and experimenting with better approaches. I don’t worry much about setbacks; I treat them as data. I delivered the outcome by communicating clearly and iterating fast.",4.0,3.0,5.0,3.0,2.0
"During fixing a critical issue, I focused on structured execution. I prefer flexibility over rigid routines. I feel energized in group settings and enjoy meeting new people. I tend to work in bursts and adjust as I go rather than sticking to a strict plan. I documented what we learned and applied it next time.",3.0,1.0,5.0,4.0,3.0
"When learning a new tool came up, I collaborated across functions. Even when things go wrong, I stay calm and focus on solutions. I sometimes miss small details if the pace is hectic. I’m patient with teammates and try to be supportive. I balanced speed and quality while keeping others informed.",3.0,2.0,3.0,4.0,1.0
"When leading a meeting came up, I collaborated across functions. I like learning unfamiliar tools and connecting concepts across domains. Presenting ideas to a room is exciting for me. Presenting ideas to a room is exciting for me. I balanced speed and quality while keeping others informed.",5.0,3.0,5.0,3.0,3.0
"In my last role as a Data Analyst (Lead), I faced handling a deadline. I’m comfortable giving credit and sharing ownership. I plan my work, break tasks into steps, and track progress carefully. I listen first, try to understand others' perspectives, and look for win-win solutions. I delivered the outcome by communicating clearly and iterating fast.",3.0,4.0,3.0,5.0,3.0
"During prioritizing tasks, I focused on structured execution. I do my best work in quiet environments and prefer one-on-one discussions. I’m sensitive to critical feedback at first, but I work through it. I like clear procedures and established best practices. I documented what we learned and applied it next time.",3.0,3.0,1.0,4.0,5.0
"When working with ambiguity came up, I collaborated across functions. I’m curious and often propose creative alternatives. Presenting ideas to a room is exciting for me. I sometimes miss small details if the pace is hectic. I balanced speed and quality while keeping others informed.",5.0,3.0,5.0,4.0,4.0
"In my last role as a HR Coordinator (Senior), I faced working with ambiguity. I like clear procedures and established best practices. I contribute thoughtfully after reflecting. I tend to work in bursts and adjust as I go rather than sticking to a strict plan. I delivered the outcome by communicating clearly and iterating fast.",2.0,3.0,2.0,4.0,3.0
