id,text,logic,clarity,depth,structure,metacognition,applied,pattern
think_00151,"As a Data Analyst, I encountered debugging a production issue. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.6,4.1,4.7,4.1,4.6,4.3,long_detailed
think_00152,"In my role as a Marketing Specialist, I was improving a process. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.8,4.8,4.5,4.2,4.5,4.6,high_logic
think_00153,"As a QA Engineer, I dealt with presenting to stakeholders. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.5,3.3,2.8,3.1,3.4,3.4,balanced
think_00154,I dealt with presenting to stakeholders as a Software Engineer. I tried something and it worked.,2.0,1.6,1.7,2.2,1.2,2.2,short_vague
think_00155,I handled debugging a production issue in my position as QA Engineer. I did what usually works and hoped for the best.,2.3,2.8,1.9,1.9,1.8,2.4,low_depth
think_00156,I handled presenting to stakeholders in my position as Software Engineer. I did what usually works and hoped for the best.,2.5,2.4,2.0,2.4,2.0,2.8,low_depth
think_00157,I handled presenting to stakeholders in my position as Software Engineer. I did what usually works and hoped for the best.,2.5,2.9,1.6,2.4,1.8,2.2,low_depth
think_00158,I dealt with debugging a production issue as a Software Engineer. I tried something and it worked.,1.9,2.1,1.4,1.5,1.4,2.5,short_vague
think_00159,I dealt with learning a new tool as a Software Engineer. I tried something and it worked.,2.0,2.0,1.1,1.6,1.6,2.0,short_vague
think_00160,"In my work as Operations Lead, I faced resolving a team conflict. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.6,3.8,4.2,4.1,4.8,4.0,reflective
think_00161,I dealt with learning a new tool as a Data Analyst. I tried something and it worked.,1.8,2.2,1.2,1.7,1.0,2.4,short_vague
think_00162,"As a Product Manager, I encountered learning a new tool. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.6,4.2,4.8,4.3,4.3,4.4,long_detailed
think_00163,I dealt with resolving a team conflict as a Team Lead. I tried something and it worked.,1.9,1.8,1.7,1.8,1.5,2.0,short_vague
think_00164,"As a Team Lead, I encountered improving a process. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.8,4.5,4.7,4.4,4.0,4.4,long_detailed
think_00165,"As a Product Manager, I encountered making a strategic decision. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.4,4.4,5.0,4.5,4.0,4.9,long_detailed
think_00166,"In my role as a UX Designer, I was handling a deadline. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.9,4.2,4.6,4.3,4.1,4.9,high_logic
think_00167,"As a Team Lead, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,3.5,3.1,3.3,3.0,3.2,balanced
think_00168,"As a Data Analyst, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,3.9,3.3,3.6,2.8,3.3,balanced
think_00169,"In my work as Product Manager, I faced making a strategic decision. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.4,4.1,4.0,3.6,4.6,4.3,reflective
think_00170,"As a Marketing Specialist, I encountered handling a deadline. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.8,4.1,4.4,4.3,4.4,4.7,long_detailed
think_00171,"In my role as a Software Engineer, I was making a strategic decision. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",5.0,4.5,3.9,4.6,4.0,4.2,high_logic
think_00172,"In my work as Data Analyst, I faced presenting to stakeholders. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.1,4.2,4.1,4.0,4.8,3.9,reflective
think_00173,"As a Data Analyst, I encountered improving a process. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.9,3.9,4.6,4.4,4.5,4.5,long_detailed
think_00174,"In my role as a QA Engineer, I was resolving a team conflict. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.9,4.5,4.5,4.8,4.1,4.1,high_logic
think_00175,"As a QA Engineer, I encountered making a strategic decision. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.7,4.6,4.8,4.9,4.3,4.3,long_detailed
think_00176,"As a Software Engineer, I dealt with learning a new tool. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.7,3.6,3.0,3.0,2.9,3.1,balanced
think_00177,I handled making a strategic decision in my position as Marketing Specialist. I did what usually works and hoped for the best.,2.4,2.4,2.0,2.1,1.6,2.7,low_depth
think_00178,I dealt with debugging a production issue as a QA Engineer. I tried something and it worked.,1.6,1.9,1.8,2.0,1.5,2.0,short_vague
think_00179,"As a Team Lead, I dealt with learning a new tool. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.5,3.9,3.2,3.6,3.3,3.2,balanced
think_00180,"As a Product Manager, I encountered presenting to stakeholders. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.4,4.0,4.6,4.3,4.3,4.8,long_detailed
think_00181,"As a Team Lead, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.5,3.8,3.5,3.5,3.0,3.6,balanced
think_00182,"In my role as a Software Engineer, I was learning a new tool. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.8,4.3,4.5,4.7,4.6,4.2,high_logic
think_00183,"As a Team Lead, I encountered handling a deadline. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.3,4.1,4.8,4.4,4.7,4.2,long_detailed
think_00184,"As a Team Lead, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.4,3.8,3.3,3.4,3.0,3.6,balanced
think_00185,"As a Software Engineer, I dealt with handling a deadline. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.7,3.6,3.1,3.4,2.9,3.3,balanced
think_00186,"In my work as Operations Lead, I faced presenting to stakeholders. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.0,4.4,4.4,3.6,5.0,4.0,reflective
think_00187,I dealt with handling a deadline as a Team Lead. I tried something and it worked.,2.1,2.4,1.9,1.9,1.4,2.1,short_vague
think_00188,I handled making a strategic decision in my position as UX Designer. I did what usually works and hoped for the best.,2.1,2.8,2.0,2.0,1.6,2.3,low_depth
think_00189,"As a Product Manager, I dealt with resolving a team conflict. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.7,3.2,3.2,3.3,3.3,3.5,balanced
think_00190,"As a Software Engineer, I encountered handling a deadline. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.4,4.7,4.9,4.5,4.5,4.9,long_detailed
think_00191,"In my role as a Product Manager, I was debugging a production issue. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.8,4.4,4.4,4.5,4.5,4.7,high_logic
think_00192,I dealt with making a strategic decision as a Product Manager. I tried something and it worked.,2.3,1.9,1.8,1.4,1.0,1.8,short_vague
think_00193,"As a Product Manager, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,3.4,3.6,3.4,2.9,3.2,balanced
think_00194,"As a UX Designer, I dealt with resolving a team conflict. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.6,3.7,2.9,3.5,3.2,3.6,balanced
think_00195,"As a QA Engineer, I dealt with making a strategic decision. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,3.2,3.5,3.1,3.5,3.7,balanced
